What is your gender?,Other,How old are you?,Do you live in London?,How would you describe your ethnicity?,Other,Do you consider yourself to have a disability?,Are you a care experienced person?,Did you hear that the government is planning to cut free travel for under-18s in London?,Do you approve or disapprove the decision to cut free travel for under-18s in London?,How important is free transport in London for you?,How many buses / tubes / trams do you currently take to get to school or college?,How do you get to school or college?,Other,"If you have to pay for transport, will it change how you get to school or college?","If you have to pay for transport, how are you planning to get to school or college?",Other,"If you lose free travel, would this change the college or school you are considering attending?","Please describe what free transport means to you in a word, or words?","“If I lose free travel, I won’t travel out of my area as much unless I have to”","“If I lose free travel, I am worried getting to school/around London is less safe”","“If I lose free travel, I will cycle instead to the places I want to go”","“If I lose free travel, I can still afford to go to the places I want to go to”","“If I lose free travel, I am worried my parents will struggle to make ends meet”","“If I lose free travel, my mental health with suffer”",Museums ,Art galleries,Shopping centres,Parks and green spaces ,Areas outside your local borough or area,Sports clubs,Friends and family ,"Where else would you visit less than you do now, if you had to pay for travel?"
Female,,18,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Don't know,5,Two,Bus,,Yes,Bus,,No,Free travel is literally life saver for us young people and I live by myself if the travel goes it will be really hard for me to pay and with free travel I didn’t have to worry about anything else,5,5,3,5,5,5,3,4,5,5,5,5,5,There is many place I will not go
Male,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Tube,,Yes,Cycle,,No,Allows me to get to and from school without spending too much. Allows me to relax in my journey and not have to cycle which is stressful and tiring which is not ideal for a journey to school,4,4,5,3,1,3,2,2,3,3,2,3,2,
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Bus,,No,"It makes my life easier, and it makes me proud of London that we're one of the only cities to give our young people a chance to make their lives easier, too.",4,3,3,3,4,4,2,2,3,3,3,2,4,
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,Bus,,Not sure,Imperative,5,5,2,3,4,4,3,3,2,4,2,1,4,Other Boroughs
Male,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,One,Bus,,Yes,Cycle,,No,Vital,5,4,4,4,2,2,1,1,3,5,3,5,5,Events and festivals
Male,,16,Yes,Asian or Asian British – Indian,,No,Prefer not to say,Yes,Dissaprove,5,Two,Walk,,Not sure,,,No,Save money,3,5,5,5,5,4,5,5,5,5,1,1,5,Outdoor activites
Female,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,4,Two,Bus,,Not sure,,,Yes,Access to explore London at a young age,4,3,1,2,1,2,1,1,2,3,2,1,3,Anywhere that I have to get tfl
Male,,16,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Extremely important and safe,4,4,3,3,3,2,1,1,4,4,3,4,4,Cinema
Male,,16,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Three,Bus,,Not sure,,,Not sure,Vital,5,5,3,2,3,4,1,1,2,3,2,2,2,Everywhere
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,,Car,Yes,"We don’t have many things that are free in this life. Paying for travel is something we consider as adult like- as it is almost a step in maturity and responsibility. However we are being rushed and forced to live a lifestyle that is going to disrupt many families financially. Already circumstances are hard for us young people, no free transport makes things worse",3,5,1,3,4,2,3,3,2,2,2,2,4,No where else
Male,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,One,Walk,,Yes,Bus,,Not sure,free travel helps me get quickly from school to my home and also helps me get to my work and football training,5,4,2,2,3,3,3,3,5,5,5,5,5,i would also travel to work further away from where i live
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,5,One,Bus,,No,,,No,"It's very important! It's our way of getting around the capital, our freedom, and vital for attending school etc!",4,2,2,3,4,1,4,4,2,3,2,2,2,
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,Yes,No,Dissaprove,5,Two,,Car,Yes,Train,,Not sure,Having free transport means I can do more activities as I wouldn’t have to worry about any travel fees and since I don’t drive I take the public’s transport a lot and stay active and go to many places and take part in external activities and I don’t have to rely on my parents to drop me off,5,5,3,3,1,2,1,1,2,1,1,1,3,"External activities, and sports centres (gym/swimming)"
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,4,One,Train,,No,,,No,It does mean a lot as it will affect how young people got to school. Some young people won’t be able to go to school missing education cause of the government,3,4,3,5,2,2,4,4,2,3,4,3,5,Shopping centres
Male,,18,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,No,It means being able to get to college and afford lunch on the same day. It will be one or the other without free travel.,5,2,1,2,5,5,1,1,1,1,1,1,1,I might consider having to skip days at college to save money.
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,to everyone i know free transport is amazing no matter how much money your parents make you can make it to and from school safely and without worrying about paying,5,5,4,2,4,3,1,1,1,4,1,1,4,anywhere
Male,,18,Yes,Mixed - White and Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Helpful,3,5,2,3,5,4,1,1,3,2,2,3,3,School
Male,,18,Yes,,Middle Eastern,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Train,,Yes,Security.,5,5,1,3,5,5,1,1,1,1,1,1,3,School
Male,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Means the world,5,5,3,4,5,3,1,1,5,4,3,1,5,Not sure
Male,,18,Yes,Any other White background,,No,No,Yes,Don't know,3,Three,Train,,No,,,No,Freedom,1,2,3,5,1,1,3,3,5,5,5,5,5,No place like that exists
Male,,17,Yes,White British,,Yes,Yes,Yes,Approve,5,Two,Train,,Yes,Train,,No,being able to do things,5,2,2,2,1,5,2,4,4,5,5,1,5,anything other than food shopping
Female,,17,Yes,Any other White background,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Freedom to travel without putting stress on my parents who have low income. It also enables me to see my friends and family whenever I wish. And I don’t have to worry about how far my college is so I can attend the best one,5,5,3,1,5,4,1,1,2,4,1,1,2,"Swimming pools, library’s, grocery stores, national parks"
Male,,17,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,Two,Tube,,Yes,Cycle,,Yes,Access to the education,5,5,5,5,5,5,1,1,1,3,3,3,3,Friends
Female,,16,Yes,Any other White background,,No,No,No,Approve,5,More than three,Bus,,Yes,Tube,,Yes,It means I can have an education without being worried if my card is paid it not,5,5,1,4,5,5,1,1,1,1,1,1,3,My school
Male,,16,Yes,White British,,No,Yes,No,Dissaprove,5,More than three,Bus,,Not sure,,,Yes,Literally everything,4,5,1,1,5,5,2,2,3,4,1,3,4,Pretty much anywhere that isn’t in walking distance
Male,,16,Yes,Black or Black British - Any other Black background,,Yes,Yes,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Everything,5,5,5,5,5,4,2,3,5,5,5,4,5,Friends and school
Female,,17,Yes,Asian or Asian British – Pakistani,,No,No,No,Dissaprove,5,One,Bus,,Not sure,,,No,Helps as I use 2 buses 5 times a week,4,1,3,4,3,1,2,1,4,4,2,2,5,anywhere
Male,,16,Yes,Prefer Not to Say,,Prefer not to say,No,No,Dissaprove,5,One,Bus,,Yes,,Not going too,Yes,I can’t drive so it’s kind of important,5,5,4,1,5,2,1,1,2,5,1,1,1,School
Female,,16,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,Entitlement,1,5,3,1,2,2,1,1,2,1,1,1,2,Youth club
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,"Freedom, opportunity for knowledge expansion",5,3,2,1,2,5,1,1,3,2,2,2,4,Library
Male,,17,Yes,Any other White background,,No,No,No,Dissaprove,4,Two,Tube,,Yes,Walk,,Yes,It allows me not only to get to and from Tom school safely and quickly but at no cost. Without it my plans for the next year will completely be changed as I’ll have to look at other schooling options.,3,2,3,2,4,4,2,2,2,2,2,2,4,"Other than school, free travel really enables me a young Londoner this to explore my city’s beauty and many experiences. Whether that be work experience or seeing land marks."
Male,,16,Yes,Black or Black British – Black Caribbean,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Tube,,Not sure,Less pressure,5,3,3,3,3,3,1,3,4,4,2,1,4,Swimming pool
Male,,16,Yes,White British,,No,No,No,Dissaprove,4,One,Train,,Yes,Bus,,No,,5,5,4,3,3,4,2,2,3,2,3,4,5,Amusement parks
Male,,18,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Train,,No,,,Yes,Everything,5,5,1,3,4,3,1,1,1,2,1,1,2,Work
Male,,18,Yes,Mixed - White and Black African,,Yes,Yes,No,Don't know,3,Two,Bus,,Yes,Train,,Yes,I don’t know,3,4,2,4,3,3,3,3,2,3,1,1,2,I don’t know
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,,car,No,vital,5,4,1,1,4,4,1,2,2,2,1,1,2,everywhere
Male,,16,Yes,Black or Black British - Black African,,Yes,Yes,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Yes,It means that,5,4,3,5,5,5,1,1,5,5,2,1,3,"Parties, music shows, and other events with friends that aren’t local"
Male,,18,Yes,Mixed - White and Black African,,No,Prefer not to say,Yes,Approve,5,One,Bus,,Yes,Walk,,Yes,It’s a good way to get school because of the family’s income,5,5,5,3,3,3,2,2,3,5,5,3,3,Wouldn’t go out as much
Male,,17,Yes,Black or Black British - Black African,,Prefer not to say,Yes,No,Dissaprove,5,Two,Train,,Yes,Bus,,Yes,It saves a lot more money and I would have,5,4,2,3,4,4,1,2,5,5,2,1,4,Music shows and other events
Male,,16,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Train,,Yes,Train,,No,"Free transport is one of the most important services for poorer children, without it I would have to pay £45 a week, which I simply cannot afford, this would direct affect my education",4,4,1,2,3,2,2,2,3,4,2,1,4,work
Male,,17,Yes,Black or Black British - Any other Black background,,No,Yes,Yes,Dissaprove,5,Three,Train,,No,,,Yes,It’s amazing for students going college an university to have free transportation,3,5,2,2,1,3,4,3,5,4,4,5,5,Wigan
Male,,18,Yes,Black or Black British - Any other Black background,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,No,Freedom to travel to work and school has allowed me to save a lot of money.,1,3,1,4,1,3,3,3,2,4,2,1,1,I have a job so I’ll be fine however it will be an inconvenience. People in education need it the most.
Male,,17,Yes,Mixed - White and Black Caribbean,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Not sure,"It’s mean to me full money, because I don’t have to think about money if it’s full money.",4,5,5,4,5,5,4,4,4,4,4,4,4,Cycling
Male,,16,Yes,Any other Mixed background,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,It means no worries,5,5,5,5,5,4,1,1,4,3,1,4,4,School
Male,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,Yes,It means i don’t have to walk to school.,5,2,2,1,1,4,2,2,2,2,2,2,3,anywhere thats too far
Male,,17,No,White British,,No,No,No,Dissaprove,4,More than three,Bus,,Yes,Cycle,,No,Quick,4,4,4,4,3,3,3,1,4,3,1,3,2,School
Female,,18,Yes,Asian or Asian British – Bangladeshi,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,,"I don't know, don't have enough money, dont kno e how to ride a bike and walking will take an hour ",No,Free transport means EVERYTHING to me. When I wake up to make an 1 hour long journey to college I do not have to worry at all about topping up my oyster card. I don't work so having free transport helps alot. I don't know how I'll be able to get to college on September.,5,5,3,1,5,5,1,1,1,1,1,1,2,"Libraries,"
Male,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,3,Two,Bus,,Yes,Cycle,,No,It's a way for younger people to travel London while not having another additional financial burden to consider,4,3,5,2,1,1,1,1,3,4,1,3,3,Gym
Female,,16,Yes,Prefer Not to Say,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,"connection to others and everyone, safety, convenience",5,5,3,1,4,5,2,1,3,2,1,1,3,markets and skateparks
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,A basic human right for young adults who travel daily,5,5,1,3,5,4,3,3,3,4,2,3,4,
Male,,16,Yes,,Asian afghani,Yes,Yes,No,Don't know,5,Two,Bus,,No,,,Yes,Save young children money,5,5,5,5,4,3,4,3,5,5,5,5,5,Southall
Male,,17,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,3,Two,Train,,No,,,No,"It means not having to hijack tube stations twice a day, just to get to school. Or beg the bus driver. It means not being late for lessons and peace of mind in the morning. Not looking over ones shoulder to see if the authorities are going to find you etc. It’s very very important.",2,5,4,1,2,4,5,5,5,5,5,5,5,"I personally wouldn’t let it get in the way of anything I do, but others don’t have the same mental rigidity so it’s important to look out for them."
Male,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,It is important,5,5,3,3,2,3,1,1,1,3,1,2,3,124
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Train,,No,Free,2,2,2,3,2,1,2,2,2,2,2,2,2,.
Male,,17,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Train,,No,Not having to pay for transport,4,1,2,4,3,1,3,3,2,5,2,3,4,Church
Male,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Detrimental,4,3,1,2,4,1,1,1,3,3,2,1,2,Cinemas
Male,,16,Yes,Mixed - White and Black Caribbean,,No,Yes,Yes,Dissaprove,5,More than three,Bus,,Yes,Walk,,Yes,Helps me get my education but I don't think my mother would be able to afford to pay for busses for me which I would then have to walk which takes 5 hours,5,5,5,1,5,5,4,3,2,4,3,4,5,My family and friends and certain shopping centres
Male,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,More than three,Bus,,Not sure,,,No,It means I don’t have to worry about saving as much money because the transport is free,1,1,3,5,4,1,3,1,3,4,5,5,5,I don’t know
Female,,17,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,No,"It’s very helpful, it helps me save money",5,3,1,1,4,3,1,1,4,3,1,1,2,Gym
Male,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,I can’t travel to places to visit or study,5,5,3,2,3,2,2,4,3,2,4,4,4,Central london
Female,,16,Yes,Any other Mixed background,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Free transport is important to me because I know I wouldn’t be able to always afford to get to school or even go out with my friends,5,3,1,2,4,2,1,2,4,3,1,1,3,Central London
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Train,,No,when you don’t have to pay to get on transport,5,3,1,4,3,1,1,1,4,5,3,1,5,no where
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Bus,,Not sure,,,No,Freedom,4,5,1,1,5,5,2,1,2,3,1,1,3,"Supermarkets, cinemas"
Female,,17,Yes,White British,,Prefer not to say,Prefer not to say,Yes,Dissaprove,4,One,Bus,,Yes,Walk,,Yes,Helpful,5,5,3,1,5,4,1,1,3,3,1,1,2,Places far from me
Male,,16,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,No,"It's my accessibility to my city, it's something I depend for meeting up with my friends. Ending free travel will not be a reward for us young people after 4 months not socializing to have another barrier",3,4,1,2,3,2,2,2,2,5,2,1,4,"The City, to go and have a look."
Male,,17,Yes,Black or Black British – Black Caribbean,,No,Yes,Yes,Dissaprove,5,Three,Bus,,Yes,Bus,,No,Freedom,5,3,3,1,5,4,3,2,2,3,1,3,4,School
Male,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Don't know,2,One,Walk,,No,,,No,A Convenience,4,2,1,4,2,3,2,2,3,4,3,4,5,Meet up with friends
Male,,16,Yes,,Jewish,No,No,No,Dissaprove,5,One,,Coach,Not sure,,,No,freedom to go anywhere,2,1,3,2,1,4,2,4,1,5,4,2,5,nowhere else
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,Yes,Yes,Dissaprove,5,More than three,Bus,,Yes,Walk,,Not sure,Everything helps me doing the basics in my daily life,5,5,1,1,5,4,3,3,5,5,5,5,5,Cemeteries and open green fields
Male,,16,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,4,One,Bus,,Not sure,,,No,"Freedom, independence, happiness",2,2,4,2,3,4,2,2,3,3,3,3,4,Summer school
Male,,17,Yes,Any other White background,,No,No,No,Dissaprove,4,Two,Bus,,Not sure,,,No,we can save money better,5,3,5,4,4,3,2,3,4,3,5,3,2,Center of london
Male,,16,No,Asian or Asian British – Pakistani,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Bus,,No,free transport means a lot to me as I have to travel very far to get to my school :(,1,5,1,2,4,5,4,4,5,5,5,5,5,Doctor appointments
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,"I need free travel to be able to get to and from school easily, i have other things to stress about and stressing about money for travel would be too much to add on. free transport meant i knew i could get home easily stress free.",5,5,3,2,3,3,1,1,2,2,2,1,3,"milton keynes, central london"
Female,,16,Yes,,Tanzanian ,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,It means for me a reliability that the government has my back and that I can afford to go to the places I need to attend to urgently such as school to enable my education.,5,4,1,1,5,3,2,2,4,2,4,3,4,Going to leisure places and meeting up with friends and family
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,Means a chance to education,5,5,1,1,1,2,2,5,5,5,5,5,5,freedom
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Walk,,Yes,i don’t have enough money to spend on travel everyday so it’ll be difficult to travel to school and pick up my brothers,3,2,3,1,5,2,1,1,5,3,4,5,5,north london
Male,,17,No,Black or Black British - Any other Black background,,No,No,No,Dissaprove,4,Two,Bus,,Yes,Bus,,Yes,A way to make schools more accessible for students,5,4,2,2,3,2,2,2,4,3,1,1,4,Cinema
Male,,17,Yes,White British,,No,Prefer not to say,Yes,Dissaprove,5,One,Walk,,No,,,Not sure,"I am lucky enough to be living within walking distance of my sixth form, for many people the bus and train is essential to daily life, it will be detrimental to lots of families with most family members paying for adult travel, now they will have to pay for their child aswell.",4,2,2,3,4,3,1,1,3,4,2,3,2,"Public attractions, in-country vacatikns"
Female,,17,Yes,Black or Black British - Any other Black background,,No,No,Yes,Dissaprove,4,Three,Bus,,Yes,Bus,,No,Freedom,5,3,1,2,4,3,1,1,2,2,2,3,3,"Home, I go to a state boarding school"
Male,,16,Yes,Asian or Asian British – Pakistani,,No,No,No,Don't know,4,One,Walk,,Not sure,,,No,Smart,3,3,4,5,3,1,3,3,5,5,5,5,5,Restaurants
Male,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,,I'd have to get driven by my parents which would mess up our timing in the mornings and they would be late for work,Yes,We pay for transport through taxes of some sort to allow young people to use services like buses and trams for free. It means safety and efficiency.,1,5,1,1,5,3,2,2,2,1,2,1,2,"School clubs and extra-curricular travel, I wouldn't do them at all anymore."
Male,,17,Yes,Any other White background,,Prefer not to say,No,Yes,Dissaprove,5,Two,Train,,Not sure,,,No,"Free transport is beneficial; I am sometimes forgetful when it comes to topping up and checking my balance, and if this occurs, I will be in a bad situation.",4,1,2,4,3,1,3,3,2,5,2,2,3,Gyms and church
Female,,18,Yes,Asian or Asian British – Bangladeshi,,Yes,No,No,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,means freedom. being able to leave your area for school to get to a better one with better facilities and teaching,5,5,1,1,5,5,1,1,4,1,1,1,3,school library doctors
Male,,16,No,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,5,One,Walk,,Yes,Walk,,Yes,Freedom,5,3,1,1,5,3,1,1,3,1,2,1,3,Leeds centre
Male,,16,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,No,,,No,"Free travel allows young people to move about freely, which in turn allows them to gain the necessary skills required to become a productive member of society.",4,2,1,2,2,1,2,2,4,3,2,2,4,
Female,,16,Yes,,mixed,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,No,very good,4,3,1,3,4,1,3,3,5,5,4,1,3,restaurants
Male,,18,Yes,Prefer Not to Say,,No,Prefer not to say,Yes,Dissaprove,5,More than three,Train,,Yes,Train,,Not sure,Keeps London's teenagers safe and alive,4,5,4,2,5,5,2,3,5,5,3,3,5,Anywhere if I can't cycle it
